song,artist,lyrics
every freakin night, lil jon, you're friends are right its jodeci but the song is called freak'n you i wanna freak you everytime i close my eyes i wake up feelin' so horny i can't get you outta my mind sexin' you be all i see i would give anything just to make you understand me i don't give a damn about nothing else freek'n you is all i see tonight i need your body tonight you got my time tonight you won't be sorry tonight you got my mind you got my mind all i wanna do is freak you what must i say what must i do to show how much i think about freek'n you what must i say what must i do to show how much i think about freek'n you oooh i could go on for days but i couldn't go on for weeks i can even play with another body but it wouldn't last 'cause i'm a freak turned on by everything you say i'm turned on by everything you do and at night when i close my eyes i only dream of freek'n you tonight i need your body tonight you got my time tonight you won't be sorry tonight you got my mind ] what must i say what must i do to show how much i think about freek'n you what must i say what must i do to show how much i think about freek'n you oooh i could go on for days but i couldn't go on for weeks i can even play with another body but it wouldn't last 'cause i'm a freak turned on by everything you say i'm turned on by everything you do and at night when i close my eyes i only dream of freek'n you tonight i need your body tonight you got my time tonight you won't be sorry tonight you got my mind what must i say what must i do to show how much i think about freek'n you what must i say what must i do to show how much i think about freek'n you freek out and freek me up and down devante swing freek out and freek me up and down freek out and freek me up and down every freek'n night and every freek'n day i wanna freek you baby in every freek'n way every freek'n day every freek'n night i wanna freek you girl your body's so freek'n tight every freek'n night and every freek'n day i wanna freek you baby in every freek'n way every freek'n day every freek'n night i wanna freek you girl your body's so freek'n tight what must i say what must i do to show how much i think about freek'n you what must i say what must i do to show how much i think about freek'n you what must i say what must i do to show how much i think about freek'n you i think about freek'n you i wanna freek you
get loose, lil jon, time get loose time get loose time get loose time get loose time get loose time get loose time get loose time get loose time get loose time get loose  fuck that shit it's time get loose fuck that shit it's time get loose fuck that shit it's time get loose fuck that shit it's time get loose  time get loose time get loose time get loose time get loose time get loose time get loose time get loose time get loose time get loose time get loose  fuck that shit it's time get loose fuck that shit it's time get loose fuck that shit it's time get loose fuck that shit it's time get loose
ooh big momma, lil jon, yeah (yeah) yeah (yeah) yeah (yeah) yeah (yeah) yeah (yeah) yeah (yeah) yeah (yeah) yeah (yeah) yeah (yeah) yeah (yeah) lil' jon and them eastside boyz alright alright talkin' bout big momma big momma big momma [hook x16 go big momma! go ahead go ahead  uh uh uh uh ooh ah let's begin big momma comin' through better tell your friends what that south like that good country cookin' all day and night she might be big but she can still go to the dance flo' to the back of our co' hey don't talk no junk ya might get skunked with a mother gun huh if ya wanna fight big momma knock ya out with one aight it's all to the good cause nobody watchin' over our neighborhood but wait a minute i came to get with sherry or bennett cause she so cute and i love it when she wear them daisy dukes  go big momma! go ahead go ahead  i was at a jam the other night seen big momma she was lookin' tight iced out grill in her mouth flake in her hair representin' that south on the floor she was shakin' that thang poppin' that thang damn twerkin' that thang big momma off the chain she will show ya know shame cause she true to the game and ya know she serious and the way she bounce got a playa delirious and i know she ready gotta dance so crunk even though she heafty and when we left the club i seen big momma's caddy sittin' on them dubs and the trunk with the block beater i was sittin' right behind her in the two-seater  go big momma! what what  ooh look at big momma ooh big mama! big momma droppin' that thang ooh big mama! big momma big and beautiful ooh big mama! look at big momma with them daisy dukes ooh big mama! big momma got on some jammies ooh big mama! big momma what chu' talkin' bout ooh big mama! big momma done gone off the top ooh big mama! big momma you scare me ooh big mama!  go big momma! go ahead go ahead go ahead! (repeated to fade)
give it all u got, lil jon, yeah! i don't care what time it ? whats up? i'm gonna keep partyin' lets do it! i'm gonna give it all i got (oh me too) so i need to see you doin' the same thing!  we'll party party p-party you know we're never sober once we step on the floor you know we take it over hands up in the air we on a roller coaster oh oh oh  ladies to the dance floor ladies to the dance floor ladies to the dance floor ladies to the dance floor ladies to the dance floor ladies to the dance floor ladies to the dance floor ladies to the dance floor  one night to live (so we live it up) then we do that damn thing (then we give it up) gimme any kind of shot (then i drink it up) gone hit the dance floor girl (heat it up) hands up reach to the sky (put em up!) get crazy in the club (lets tear it up!) don't wanna stop till the sun come up we gone party every day we don't give a what ladies lookin' like super models everybody's over here poppin' bottles drink it up full throttle fiesta like there's no tomorrow!  we'll party party p-party you know we're never sober once we step on the floor you know we take it over hands up in the air we on a roller coaster oh oh oh crank it up don't stop you can give it all you got let's rock don't stop you can give it all you got at the top top top you can give it all you got oh oh oh  twist and turn let your body rock lose control lets your hips pop beats so hard make your heart stop drink until your body drops start the fire let it blaze let your animal out the cage get wild and crazy lets behave ? ? anytime anywhere we gone (do it up) we gone party all night i don't give a what ?  we'll party party p-party you know we're never sober once we step on the floor you know we take it over hands up in the air we on a roller coaster oh oh oh crank it up don't stop you can give it all you got lets rock don't stop you can give it all you got at the top top top you can give it all you got oh oh oh all the ladies song along now! oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh  we'll party party p-party you know we're never sober once we step on the floor you know we take it over hands up in the air we on a roller coaster oh oh oh crank it up don't stop you can give it all you got lets rock don't stop you can give it all you got at the top top top you can give it all you got oh oh oh we'll party party p-party you know we're never sober once we step on the floor you know we take it over hands up in the air we on a roller coaster oh oh oh crank it up don't stop you can give it all you got lets rock don't stop you can give it all you got at the top top top you can give it all you got oh oh oh
fall out, lil jon, yeaaaaaah! lil jon! (lil jon!) travis porter! (travis porter bitch!) fall out (fall out) fall out (fall out) yeah! yeah!  pull up in the mall all the hoes (fall out) cars so damn tall open the doors (fall out) money money money just to blow (fall out) we on fire fire fire these niggas cold  i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out)  mug a nigga middle finger to these bitches (what what) fuck you hoes first  snitches (what what) yeah i'm back and i'm still up on that crunk shit (yeah) fuck the dumb shit you be on that mugging shit (what) where you been nigga? i've been getting guap guap out of town overseas making pussy pop (hey) them hoes jumped down (yeah) when i jumped out (yeah) so i pulled my cock out and let her rock out  smashed hoe turnt up all the way i don't see her turn up all the way all on in my song drinking it to a loan blind eye i just want to  swear to god boy i'm bout to beat you better tell 'em 9 millimeters that's why i'm finna bless 'em 5 4 3 2 1 leggo 9 to 5 boat but i'm finna go catch my tv file tv boss all them hoes 'gon fall out (fall out) his cost miles but my cost taller open the door and fall out (fall out) and what the hell is yall talkin bout? strap da fool fool i'm on fire fire fire (fool fool)  pull up in the mall all the hoes (fall out) cars so damn tall open the doors (fall out) money money money just to blow (fall out) we on fire fire fire these niggas cold  i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out)  aw hey get wet it's travis porter and lil jon when i'm down south i say bruh when i'm on north i say son and everytime we out of town we got goons don't mean no gut aye pull up in the club this song real small two dos cuz a nigga we stunt (ah!) and yesterday i looked for  ball out ran into this chick she was starstruck bout to fall out i might just pull up at her house beat it down and just haul out she say ali that's all you got? yeah yeah bitch i'm all out  (quez!) awwww sound the alarm because i'm in the airport and he calling me the bomb and the way a nigga ball they be calling me lebron tried to rob me he was dead he tried to stab me with a gun (what?) like lil jon and since this k.e.b i'm just 'gon rip this shit and run we in the league and you in the back like baby seats when we hit the club and ball yall just fall out just like some baby teeth (oh!)  pull up in the mall all the hoes (fall out) cars so damn tall open the doors (fall out) money money money just to blow (fall out) we on fire fire fire these niggas cold  i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out) i tint my screen (fall out fall out) i sip my lean (fall out fall out)
on de grind, lil jon, we stay on the grind all day and night we tired of suffering
i do, lil jon, (lyrics are not fully completed)  let's get em nigga (hey) lil jon yeah crunk shit!! swizzy i need everybody to get the drinks up like this and spray them all over the place and we be crazy tonight! yeah bme click i represent for the us nigga i represent germany nigga i represent nigga asia (yes) uk (owwwww)  do anybody representin anymore? hu do anybody representin anymore? hu hey! i do (i do) i do (i do) i do (i do) i do (i do) hey do anybody representin anymore? hu do anybody representin anymore? hu hey! i do (i do) i do (i do) i do (i do) i do (i do) hey  rep yo city rep yo town rep yo hood bouncin around the club throw it up its all good standin on the table standin on the chair shake yo dreads up smack em in the airrr pussy muhfucka get chyo pussy ass crunk tell that bottom nigga get chyo pussy ass drunk fucka nigga muthnigga fucka nigga hatin  do anybody representin anymore? hu do anybody representin anymore? hu (hey! i do (i do) i do (i do) i do (i do) i do (i do) hey) do anybody representin anymore? hu do anybody representin anymore? hu (hey! i do (i do) i do (i do) i do (i do) i do (i do) hey)   sick nigga!  do anybody representin anymore? hu do anybody representin anymore? hu (hey! i do (i do) i do (i do) i do (i do) i do (i do) hey) do anybody representin anymore? hu do anybody representin anymore? hu (hey! i do (i do) i do (i do) i do (i do) i do (i do) hey)  hands up that's wassup i don't really give a what jump up on that table like you really don't give a what my drink my bar boy this my sportscar a million bucks  why i'm a rockstar she bouncing bouncing he riding he riding we in the club we rowdy rowdy  do anybody representin anymore? hu do anybody representin anymore? hu hey! i do (i do) i do (i do) i do (i do) i do (i do) hey do anybody representin anymore? hu do anybody representin anymore? hu (hey! i do (i do) i do (i do) i do (i do) i do (i do) hey)
take it off (spanglish version), lil jon, i can feel your eyes on me keep on watching i can't hear a word you speak so no talking ya le dije al dj que me suba la music hoy lo voy a mover que me apagen las luces  con calma no pierdas la calma (mami) me baila y solita se alarma (mami) muévelo (wild out let your freak out) báilalo (let loose get crazy mami) muévelo (keep dancing make ya body sweat) báilalo (too hot you can take it off)  hey the way you move your body got me so turnt up like hey so sexy got me caught up in the moment like hey keep playing you gon' wake up in the morning like hey que me tiene al borde de la locura  quitatelo (take it off) ese mahon la camisa también nena quitatelo (take it off) que aquí no hay nadie quiero verte bien nena quitatelo (take it off) que yo quiero ver tu meneo cintura tanta hermosura tanta figura que me tiene al borde de la locura  i can feel your eyes on me keep on watching i can't hear a word you speak so no talking ya le dije al dj que me suba la music hoy lo voy a mover que me apagen las luces  con calma no pierdas la calma (mami) me baila y solita se alarma (mami) muévelo (wild out let your freak out) báilalo (let loose get crazy mami) muévelo (keep dancing make ya body sweat) báilalo (too hot you can take it off)  hey back it up on me any closer i'mma be like hey all up in your ear tell you what you wanna hear like hey i'm looking at you booty looking at me like hey tell the valet to bring me my keys  sigue como vas jugando y ya mismo me encuentras no me digas nada cuando te agarre en la oscuridad el fuego que andas causando tienes que apagar no te puedes ir corriendo te agarro sola y tienes que trabajar  quitatelo (take it off) ese mahon la camisa también nena quitatelo (take it off) que aquí no hay nadie quiero verte bien nena quitatelo (take it off) que yo quiero ver tu meneo cintura tanta hermosura tanta figura que me tiene al borde de la locura  i came to the party to find me a papi i hope you can handle a woman like me with a mind and a body salgo en el ferrari y me encuentro una mami que quiere que yo me le pegue que la noche entera me entregue  i can feel your eyes on me keep on watching i can't hear a word you speak so no talking ya le dije al dj que me suba la music hoy lo voy a mover que me apagen las luces   con calma no pierdas la calma (mami) me baila y solita se alarma (mami) muévelo (wild out let your freak out) báilalo (let loose get crazy mami) muévelo (keep dancing make ya body sweat) báilalo (too hot you can take it off)  quitatelo (take it off) ese mahon la camisa también nena quitatelo (take it off) que aquí no hay nadie quiero verte bien nena quitatelo (take it off) que yo quiero verte tu meneo de cintura tanta hermosura tanta finura que me tiene al borde de la locura
what a night, lil jon, i was lost i was frozen walking down the streets alone when i saw this place was open tonight and the girls they were rocking and the alcohol was flowing and i knew right away this was my life oh what a night oh what a night oh what a night  feels so good (so good) feels so right (so right) let's make a toast (make a toast) to the night (to the night) it's gonna get crazy (crazy) so hold on tight (on tight) let's have a ball (ball) live your life (life) let it go (let it go) let it loose (let it loose) release it all (release it all) no excuse (cuse) have no cares (no cares) have no fears (have no fears) let's act a fool (act a fool) up in here (hey)  i was lost (lost) i was frozen (frozen) walking down the streets alone when (yeah) i saw this place was open (what) tonight (hey hey hey ) and the girls (girls) they were rocking (rocking) and the alcohol was flowing (yeah) and i knew right away this was my life  put your f*ing hands up oh what a night night night night night night night night night  a lot of smoking a lot of drinking a lot of singing a lot of dancing a lot of freaking a lot of women a lot of kissing a lot of sinning  i was lost i was frozen walking down the streets alone when i saw this place was open tonight and the girls they were rocking and the alcohol was flowing and i knew right away this was my life oh what a night oh what a night oh what a night lil jon what a night claude kelly night (repeats till end of song)
crunk rock (intro), lil jon, it's time motherfuckers! it's time to get motherfucking crunk! if you didn't come to get crunk get the fuck out the club! if you came to get crunk put yo fucking hands up! let's do it! can i get a yeah? (yeah!) can i get a yeah? (yeah!) can i get a what? (what?) can i get a what? (what?) well let me get an okay! (okay!) crunk rock!
what is crunk rock? (interlude), lil jon, what the fuck is crunk rock? crunk rock is more than just some goddamn music crunk rock is a motherfucking lifestyle we live life to the fullest we don't let nobody tell us we can't do shit we party like rockstars we crunk all the motherfucking time we live for today and not for tomorrow if a nigga act the fuck up we fuck his ass up!
summer en france (feat. naadei), lil jon, hey hey it might not be hot where i’m at but i can go where the sun is shining let’s go let’s go i love this summer time whoa j’irai la ou est le soleil de ma plus rien se …parle j’oulirais le temp et je dance je dance je dance whoa j’irai la ou est le soleil de ma plus rien se …parle j’oulirais le temp et je dance je dance je dance i wanna be gone where the sun is always shining take a break from work take a break from grinding get crazy not even thinking get loose and do a lot of drinking this party ladies everywhere we get them drunk and people start to stare living life we have no cares this is too much fair yeah it ain’t even fair now … the magic potion… i keep the ladies smiling but i ain’t smiling we in saint-tropez and we whacking show taking shots on biggy yachts whoa j’irai la ou est le soleil de ma plus rien se …parle j’oulirais le temp et je dance je dance je dance whoa j’irai la ou est le soleil de ma plus rien se …parle j’oulirais le temp et je dance je dance je dance i love the summer time i love when it gets hot i love the outside i love the …top women looking sexy sweats and …tops we gonn party hard we will never stop sun’s great sun’s great hand … long day that never end yeah partying all night what? break of dawn we won’t stop what? keep on going whoa j’irai la ou est le soleil de ma plus rien se …parle j’oulirais le temp et je dance je dance je dance whoa j’irai la ou est le soleil de ma plus rien se …parle j’oulirais le temp et je dance je dance je dance x 4
rager day, lil jon, it’s not friday it’s not saturday do you know what fucking day is? it’s rager day! raise! it’s not friday it’s not saturday do you know what fucking day is? it’s rager day! raise!
athen_jbf, lil jon, ¨ikke vores billede sry kan ikke ændre det¨ lil qwel på beat lil boss lil jon på det mic  sidder med min pige (yeah) flower på det beat (yeah) sipper på min lean sipper på min lean (yeah) mig og mine drenge leder efter en pige hvor min queen vi så blæst i athen  sidder med min pige (yeah) flower på det beat (yeah) sipper på min lean sipper på min lean (yeah) mig og mine drenge leder efter en pige hvor min queen vi så blæst i athen  vi så blæst i athen lig nu helt væk kan ik finde mig selv lige nu vi puller altid op i en sindsyg coupe hey du tror stor men hvem fuck er du?  vi så iced out der er ingen der kan nå mig now min producer hedder lil clout ingen doubt lil qwel får det til at lyde godt  legenden hedder lil qwel du kan aldrig finde ham i en fængsel cell lissom julemanden når han ringer med den bell er vi klar til det hele kører som en well  sidder med min pige (yeah) flower på det beat (yeah) sipper på min lean sipper på min lean (yeah) mig og mine drenge leder efter en pige hvor er min queen vi så blæst i athen  sidder med min pige (yeah) flower på det beat (yeah) sipper på min lean sipper på min lean (yeah) mig og mine drenge leder efter en pige hvor er min queen vi så blæst i athen  de spørger alle sammen hvor jeg fra athen det hvor du kan finde mig ta det som et svar hele det her liv virker lidt bizart men når vi tager herfra lever vi som superstars superstars jbf du ved hvem sodagang overgik dem var pisse nemt nu de glemt rip x fuck fuck dem der skød han var gud nu han død da det lød generationen er død  sidder med min pige (yeah) flower på det beat (yeah) sipper på min lean sipper på min lean (yeah) mig og mine drenge leder efter en pige hvor er min queen vi så blæst i athen  sidder med min pige (yeah) flower på det beat (yeah) sipper på min lean sipper på min lean (yeah) mig og mine drenge leder efter en pige hvor er min queen vi så blæst i athen
