song,artist,lyrics
that girl, justin timberlake, hi how ya'll feeling tonight? thank ya'll for coming out to the the y's underground club our first act up all the way from memphis tennessee show him some southern love jt and the tennessee kids come on! give it up  thank you for having us out tonight we're jt and the tennessee kids one two three! oh yeah yeah yeah  didn't have to run i knew it was love from a mile away but i had to catch you running through my mind all day baby they all say i'm crazy 'cause anybody even when your father say that i can't be with you i don't hear a word they say  'cause i'm in love with that girl so don't be mad at me 'cause i'm in love with that girl so don't be mad at me so what? you're from the other side of the tracks so what? the world don't think we match i'll put it down like my love's on wax guess what? i'm in love with that girl and she told me that she's in love with me  now we didn't have to fall but we fell in love to the bottom babe no one's there to catch us like when you fell from heaven that day baby people always staring but i don't care nothing about it babe since i saw your face i've been staring just the same  i'm in love with that girl so don't be mad at me i'm in love with that girl so don't be mad at me so what? you're from the other side of the tracks so what? the world don't think we match i'll put it down like my love's on wax guess what i'm in love with that girl and she told me that she's in love with me  my pretty lady you'll always be my baby baby baby it's so amazing how you became my baby baby baby my little daisy come here let me rock you like a baby baby baby pretty lady don't you know you'll always be my baby baby baby now don't it seem like these days that everybody's got something to say but i don't pay attention to the talk baby and i don't really care if they stop and stare 'cause they see my number one my number one girl  i told you i'm in love with that girl so don't be mad at me i'm in love with that girl so don't be mad at me i don't care so what? you're from the other side of the tracks so what? the world don't think we match i'll put it down like my love's on wax guess what i'm in love with that girl and she already told me that she's in love with me  i'm in love yes i'm in love with that girl i don't care what people say people say cause i'm in love with that girl
can't stop the feeling!, justin timberlake, i got this feeling inside my bones it goes electric wavey when i turn it on all through my city all through my home we're flying up no ceiling when we in our zone  i got that sunshine in my pocket got that good soul in my feet i feel that hot blood in my body when it drops i can't take my eyes up off it moving so phenomenally room on lock the way we rock it so don't stop  and under the lights when everything goes nowhere to hide when i'm getting you close when we move well you already know so just imagine just imagine just imagine  nothing i can see but you when you dance dance dance a feeling good good creeping up on you so just dance dance dance come on all those things i shouldn't do but you dance dance dance and ain't nobody leaving soon so keep dancing i can't stop the feeling so just dance dance dance i can't stop the feeling so just dance dance dance (come on)  ooh it's something magical it's in the air it's in my blood it's rushing on i don't need no reason don't need control i fly so high no ceiling when i'm in my zone  'cause i got that sunshine in my pocket got that good soul in my feet i feel that hot blood in my body when it drops i can't take my eyes up off it moving so phenomenally room on lock the way we rock it so don't stop  and under the lights when everything goes nowhere to hide when i'm getting you close when we move well you already know so just imagine just imagine just imagine  nothing i can see but you when you dance dance dance a feeling good good creeping up on you so just dance dance dance come on all those things i shouldn't do but you dance dance dance and ain't nobody leaving soon so keep dancing i can't stop the feeling so just dance dance dance i can't stop the feeling so just dance dance dance (come on) i can't stop the feeling so just dance dance dance i can't stop the feeling so keep dancing (come on)  i can't stop the i can't stop the i can't stop the i can't stop the i can't stop the feeling  nothing i can see but you when you dance dance dance (i can't stop the feeling) feeling good good creeping up on you so just dance dance dance come on (i can't stop the feeling) all those things i shouldn't do but you dance dance dance (i can't stop the feeling) and ain't nobody leaving soon so keep dancing  everybody sing (i can't stop the feeling) got this feeling in my body (i can't stop the feeling) got this feeling in my body (i can't stop the feeling) wanna see you move your body (i can't stop the feeling) got this feeling in my body come on break it down got this feeling in my body can't stop the feeling got this feeling in my body come on
blue ocean floor, justin timberlake, frequencies so low heart on a string a string that only plays solos rain made of echoes tidal wave rushing on and on  under the water you scream so loud but the silence surrounds you but i hear it loud and you fall in the deep and i'll always find you  if my red eyes don't see you anymore and i can't hear you through the white noise just send your heartbeat i'll go to the blue ocean floor where they find us no more on that blue ocean floor on that blue ocean floor on that blue ocean floor on that blue ocean floor on that blue ocean floor  shell made out of gold found on a beach picked up and you held so close rain washed out its glow heartbeat steadily leads me down below  under the water you scream so loud but the silence surrounds you but i hear it loud and you fall in the deep and i'll always find you  if my red eyes don't see you anymore and i can't hear you through the white noise just send your heartbeat i'll go to the blue ocean floor where they find us no more on that blue ocean floor on that blue ocean floor on that blue ocean floor on that blue ocean floor on that blue ocean floor  20000 leagues away catch up to you on the same day travel at the speed of light thinking the same thoughts at the same time heartbeat set at steady pace i’ll let the rhythm show me the way no one can find us here fade out and disappear  if my red eyes don't see you anymore and i can't hear you through the white noise just send your heartbeat i'll go to the blue ocean floor where they find us no more on that blue ocean floor on that blue ocean floor on that blue ocean floor on that blue ocean floor on that blue ocean floor
strawberry bubblegum, justin timberlake, hey pretty lady this goes out to you (this goes out to you you you) i said it like a thousand times but everyday still feels like the first day (this goes out to you you you) this is dedicated to you dedicated to you dedicated to you dedicated to you dedicated to you dedicated to you pretty lady when you walk on by it was such such a mellow mellow mellow day when you walk by sunshine it was such a mellow mellow mellow  i i can't deny the way you caught my eye then something strawberry filled up the sky and everything on you intoxicates it's a mystery i don't know why i let you kick in my do not disturb sign but i guess your mouth in motion got me so high and i could tell it’s pure just by the taste and you kiss me  so tell me you wanna get close somewhere far away far away don't worry about your loving it won't go to waste go to waste don't ever change your flavor 'cause i love the taste and if you ask me where i wanna go i say all the way  'cause she's just like nothing that i ever seen before baby please don't change nothing because your flavor's so original and it all started when she said hey hey hey smacking that strawberry bubblegum you really got me when you said hey hey hey popping that strawberry bubblegum this goes out to you this goes out to you  so tell me why we're making love like professionals on the first time acting unprofessional but it works out 'cause you don’t wanna work here anyway and baby i girl i'm all addicted and i won't fight you and me that's the recipe for a good time and it ain't really nothing but clothes in the way  so tell me you wanna get close somewhere far away far away don't worry about your loving it won't go to waste go to waste don't ever change your flavor 'cause i love the taste and if you ask me where i wanna go i say all the way  'cause she's just like nothing that i ever seen before baby please don't change nothing because your flavor's so original and it all started when she said hey hey hey smacking that strawberry bubblegum you really got me when you said hey hey hey popping that strawberry bubblegum this goes out to you this goes out to you  my little strawberry strawberry strawberry bubblegum my little strawberry strawberry strawberry bubblegum she's my little strawberry strawberry bubblegum my little strawberry strawberry strawberry bubblegum hey hey hey  if you'd be strawberry bubblegum then i'd be your blueberry lollipop little girl won't you be my strawberry bubblegum then i'd be your blueberry lollipop and then i'd love you 'til i'll make you pop strawberry bubblegum then i'd be your blueberry lollipop little girl if you’d be my strawberry bubblegum then i'd be your blueberry lollipop and then i'd love you 'til i make you pop   come in sit down let me elevate your appetite any flavor you want. now my selection is the tasty kind but you you're delicious on your own after i break you down my fingers it's so sweet that's what you told me when i touched on your lips towel under the door girl before they pick up your scent ah if you'll be my strawberry bubblegum then i'll be your blueberry lollipop if you'll be my strawberry bubblegum then i'll be your blueberry lollipop then i'll love you 'til i make it pop if you'll be my strawberry bubblegum then i'll be your blueberry lollipop (little girl would you be my) if you'll be my strawberry bubblegum then i'll be your blueberry lollipop and then i'll love you 'til i make it pop hey hey hey my little strawberry strawberry strawberry bubblegum my little strawberry strawberry strawberry bubblegum my little strawberry strawberry strawberry bubblegum my little strawberry strawberry strawberry bubblegum if you'll be my strawberry bubblegum then i'll be your blueberry lollipop (little girl would you be my) if you'll be my strawberry bubblegum then i'll be your blueberry lollipop and then i’ll love you 'til i make it pop
cry me a river, justin timberlake, you were my sun you were my earth but you didn't know all the ways i loved you no so you took a chance and made other plans but i bet you didn't think that they would come crashing down no  you don't have to say what you did i already know i found out from him now there's just no chance with you and me there'll never be and don't it make you sad about it?  you told me you loved me why did you leave me all alone? now you tell me you need me when you call me on the phone girl i refuse you must have me confused with some other guy the bridges were burned now it's your turn to cry cry me a river cry me a river cry me a river cry me a river (yeah yeah)  you know that they say some things are better left unsaid it wasn't like you only talked to him and you know it don't act like you don't know it and all of these things people told me keep messin' with my head (messin' with my head) should've picked honesty then you may not have blown it  you don't have to say what you did i already know i found out from him now there's just no chance with you and me there'll never be and don't it make you sad about it?  you told me you loved me why did you leave me all alone? now you tell me you need me when you call me on the phone girl i refuse you must have me confused with some other guy the bridges were burned now it's your turn to cry so cry me a river (go on and just) cry me a river (go on and just) cry me a river (baby go on and just) cry me a river  oh! (oh) oh the damage is done so i guess i'll be leaving oh! (oh) oh the damage is done so i guess i'll be leaving oh! (oh) oh the damage is done so i guess i'll be leaving oh! (oh) oh the damage is done so i guess i'll be leaving  you don't have to say what you did i already know i found out from him now there's just no chance with you and me there'll never be don't it make you sad about it?  cry me a river (go on and just) cry me a river (baby go on and just) cry me a river (you can go on and just) cry me a river cry me a river (baby go on and just) cry me a river (go on and just) cry me a river (come on baby cry) cry me a river (don't wanna cry no more yeah yeah) cry me a river cry me a river oh cry me a river oh cry me a river oh cry me a river (cry me cry me) oh cry me a river (cry me cry me) oh cry me a river (cry me cry me) oh cry me a river (cry me cry me) oh cry me a river (cry me cry me) oh cry me a river (cry me cry me) oh cry me a river (cry me cry me)
my love, justin timberlake, ain't another woman that can take your spot my—  if i wrote you a symphony just to say how much you mean to me (what would you do?) if i told you you were beautiful would you date me on the regular? (tell me would you?) well baby i've been around the world but i ain't seen myself another girl (like you) this ring here represents my heart but there's just one thing i need from you (saying i do) because  i can see us holdin' hands walkin' on the beach our toes in the sand i can see us on the country side sittin' on the grass layin' side by side you can be my baby let me make you my lady girl you amaze me ain't gotta do nothin' crazy see all i want you to do is be my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot my love love girl my love my love  now if i wrote you a love note and made you smile at every word i wrote (what would you do?) would that make you wanna change your scene and wanna be the one on my team? (tell me would you?) see what's the point in waitin' anymore? 'cause girl i've never been more sure (that baby it's you) this ring here represents my heart and everything that you been waitin' for (just say it i do) because  i can see us holdin' hands walkin' on the beach our toes in the sand i can see us on the country side sittin' on the grass layin' side by side you can be my baby let me make you my lady girl you amaze me ain't gotta do nothin' crazy see all i want you to do is be my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot my love (so don't give away) my love (so don't give away) my love (so don't give away) ain't another woman that could take your spot my love love my love my love  aight it's time to get it jt i don't know what she hesitatin' for man ay ay ay  shawty cool as a fan on the move once again (ay) but he still has fans from peru to japan hey listen baby i don't wanna ruin your plan (nah) but if you got a man try to lose him if you can 'cause the girls worldwide throw they hands up high when you wanna come and kick it with a stand-up guy you don't really wanna let the chance go by 'cause you ain't been seen with a man so fly and babe with friends so fly i can go fly private 'cause i handle my b.i they call me candle guy (why?) simply 'cause i am on fire (haha) i hate to have to cancel my vacation so you can't deny i'm patient but i ain't gon' try (nah) you don't come i ain't gon' die hold up what you mean you can't go? why? (why?) me and your boyfriend we ain't no tie (uh-huh) you say you wanna kick it when i ain't so high (man) baby it's obvious that i ain't yo' guy i ain't gon' lie i'll fill your space don't forget your face i swear i will st. barths anguilla anywhere i chill (nice) just bring with me any pair i will (c'mon)  i can see us holdin' hands walkin' on the beach our toes in the sand i can see us on the country side sittin' on the grass layin' side by side you can be my baby let me make you my lady girl you amaze me ain't gotta do nothin' crazy see all i want you to do is be my love (love) my love (love) my love (love) ain't another woman that could take your spot my love (love) my love (love) my love (love) ain't another woman that could take your spot my love love love my love my love
sexyback, justin timberlake, i'm bringin' sexy back (yeah) them other boys don't know how to act (yeah) i think it's special what's behind your back? (yeah) so turn around and i'll pick up the slack (yeah) take it to the bridge c'mon (let's see)  dirty babe (uh-huh) you see these shackles baby i'm your slave (uh-huh) i'll let you whip me if i misbehave (uh-huh) it's just that no one makes me feel this way (uh-huh) take it to the chorus  come here girl (go 'head be gone with it) come to the back (go 'head be gone with it) vip (go 'head be gone with it) drinks on me (go 'head be gone with it) let me see what you're twerking with (go 'head be gone with it) look at those hips (go 'head be gone with it) you make me smile (go 'head be gone with it) go 'head child (go 'head be gone with it) and get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on ha (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on  i'm bringin' sexy back (yeah) them other fuckers don't know how to act (yeah) girl let me make up for the things you lack (yeah) 'cause you're burning up i gotta get it fast (yeah) take it to the bridge ha (let's see)  dirty babe (uh-huh) you see these shackles baby i'm your slave (uh-huh) i'll let you whip me if i misbehave (uh-huh) it's just that no one makes me feel this way (uh-huh) take it to the chorus ha  come here girl (go 'head be gone with it) come to the back (go 'head be gone with it) vip (go 'head be gone with it) drinks on me (go 'head be gone with it) let me see what you're twerking with (go 'head be gone with it) look at those hips (go 'head be gone with it) you make me smile (go 'head be gone with it) go 'head child (go 'head be gone with it) and get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on ha (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on ha  you ready? you ready? you ready? uh (yes)  i'm bringin' sexy back (yeah) you motherfuckers watch how i attack (yeah) if that's your girl better watch your back (yeah) 'cause she'll burn it up for me and that's a fact (yeah) take it to the chorus ha  come here girl (go 'head be gone with it) come to the back (go 'head be gone with it) vip (go 'head be gone with it) drinks on me (go 'head be gone with it) let me see what you're twerking with (go 'head be gone with it) look at those hips (go 'head be gone with it) you make me smile (go 'head be gone with it) go 'head child (go 'head be gone with it) and get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on ha (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on (go 'head be gone with it) get your sexy on  you ready? (yes) you ready? (yes) (yes)
not a bad thing, justin timberlake, said all i want from you is to see you tomorrow and every tomorrow maybe you’ll let me borrow your heart and is it too much to ask for every sunday? and while we're at it throw in every other day to start  i know people make promises all the time then they turn right around and break them when someone cuts your heart open with a knife now you're bleeding but i could be that guy to heal it over time and i won’t stop until you believe it 'cause baby you’re worth it  so don't act like it’s a bad thing to fall in love with me 'cause you might fuck around and find your dreams come true with me spend all your time and your money just to find out that my love was free so don't act like it’s a bad thing to fall in love with me me it’s not a bad thing to fall in love with me me fall yeah  now how about i be the last voice you hear tonight? and every other night for the rest of the nights that there are and every morning i just wanna see you staring back at me (staring back at me) 'cause i know that’s a good place to start  i know people make promises all the time then they turn right around and break them when someone cuts your heart open with a knife now you're bleeding (don't you know) but i could be that guy to heal it over time and i won’t stop until you believe it 'cause baby you’re worth it  so don't act like it’s a bad thing to fall in love with me 'cause you might fuck around and find your dreams come true with me spend all your time and your money just to find out that my love was free so don't act like it’s a bad thing to fall in love with me me it’s not a bad thing to fall in love with me me not such a bad thing to fall in love with me (not such a bad thing to fall in love with me)  no i won’t fill your mind with broken promises and wasted time and if you fall you’ll always land right in these arms these arms of mine  so don't act like it’s a bad thing to fall in love with me 'cause you might fuck around and find your dreams come true with me spend all your time and your money just to find out that my love was free so don't act like it’s a bad thing to fall in love with me me it’s not a bad thing to fall in love with me me not such a bad thing to fall in love with me
cabaret, justin timberlake, hey hey hey come on we're having too much fun right here  she's got a secret but i know she wanna break it down for me like she tryna get some paper who needs a stage with the lights low 'cause you already dropped the bullet and turned it into something major  now can we discuss how fast you just got undressed girl if sex is a contest then you're coming first (and) don't rush go slow i-i can't lie i'm impressed standing ovation encore when love curtains close  it's a cabaret (put on a show get on the floor) 'cause even though i'm a professional i like to do my work at home cabaret (put on a show get on the floor) you giving me everything you got all i really want now is more (put on a show get on the floor) (get on the floor get on the floor) (put on a show get on the floor) you giving me everything you got all i really want now is more  fantasy play the role and all these new moves that i'd like got me feeling like a stranger say my name do you know 'cause i got you saying jesus so much it's like we are laying in the manger  now can we discuss how fast you just got undressed girl if sex is a contest then you're coming first (and) don't rush go slow i-i can't lie i'm impressed standing ovation encore when love curtains close  it's a cabaret (put on a show get on the floor) 'cause even though i'm a professional i like to do my work at home cabaret (put on a show get on the floor) you giving me everything you got all i really want now is more (put on a show get on the floor) (get on the floor get on the floor) (put on a show get on the floor) you giving me everything you got all i really want now is more  okay this just in girl the paper so long always seem like i gotta wait for so long so long 'til you get off from work but listen i got some better positions for you to take in for so long always strap up just for safety then go long then do my touchdown dance in it no clothes on we might fuck around and slip tonight you're kryptonite you should probably have a cape to throw on on my eddie murphy boomerang for ya got a bunch of old girls that i threw away for ya i been in the gym doing two-a-days for ya so i can lift ya up when i do the thang to ya d-do do the thing to ya girl truth be told you set the pace then you ride it like cruise control the shit feel so right gotta tell somebody i just can't decide who should know i’ll keep a secret for ya  i'm tryna ease your mind word to boosie pole in my bedroom that was there when i moved in  okay fine i'm a terrible liar girl what difference does it make if it was there or it's mine you the girl that's gonna be there when it's marrying time and i'm gonna fuck you like we are having an affair i swear it's like i'm undercover way i'm cuffing you though presidential shit girl you up on the poles say this is a private show oh boy don't start keep this whole stripper thing secret in a pole vault north pole boy from the t.o they ain't really ready for me and that j.t. though cook for ya and then i break it down like a kilo got a camera watching our every single move like casinos  it's a cabaret (put on a show get on the floor) 'cause even though i'm a professional i like to do my work at home cabaret (put on a show get on the floor) you giving me everything you got all i really want now is more (put on a show get on the floor) (get on the floor get on the floor) (put on a show get on the floor) you giving me everything you got all i really want now is more
what goes around...  ...comes around (interlude), justin timberlake, hey girl is he everything you wanted in a man? you know i gave you the world you had me in the palm of your hand so why your love went away i just can't seem to understand thought it was me and you baby me and you until the end but i guess i was wrong uh  don't wanna think about it (uh) don't wanna talk about it (uh) i'm just so sick about it can't believe it's endin' this way just so confused about it (uh) feelin' the blues about it (yeah) i just can't do without ya tell me is this fair?  is this the way it's really going down? is this how we say goodbye? should've known better when you came around that you were gonna make me cry it's breakin' my heart to watch you run around 'cause i know that you're livin' a lie but that's okay baby 'cause in time you will find  what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around yeah  now girl i remember everything that you claimed you said that you were movin' on now (on now) and maybe i should do the same (maybe i should do the same) the funny thing about that is i was ready to give you my name thought it was me and you baby and now it's all just a shame and i guess i was wrong uh  don't wanna think about it (no) don't wanna talk about it (hmm) i'm just so sick about it can't believe it's endin' this way just so confused about it (uh) feelin' the blues about it (yeah) i just can't do without ya can you tell me is this fair?  is this the way it's really going down? is this how we say goodbye? (uh) should've known better when you came around should've known better that you were gonna make me cry now it's breakin' my heart to watch you run around 'cause i know that you're livin' a lie that's okay baby 'cause in time you will find  what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around yeah  what goes around comes around yeah what goes around comes around you should know that what goes around comes around yeah what goes around comes around you should know that (yeah)  don't wanna think about it (no) don't wanna talk about it (hmm) i'm just so sick about it can't believe it's endin' this way just so confused about it (uh) feelin' the blues about it (yeah) i just can't do without ya tell me is this fair?  is this the way it's really going down? is this how we say goodbye? (oh) should've known better when you came around should've known better that you were gonna make me cry it's breakin' my heart to watch you run around (now it's breakin' my heart) 'cause i know that you're livin' a lie but that's okay baby 'cause in time you will find  what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around what goes around goes around goes around comes all the way back around yeah   yep yep yep yep let me paint this picture for you baby  you spend your nights alone and he never comes home and every time you call him all you get's a busy tone i heard you found out that he's doin' to you what you did to me ain't that the way it goes? when you cheated girl my heart bleeded girl so it goes without sayin' that you left me feelin' hurt just a classic case a scenario tale as old as time girl you got what you deserved  and now you want somebody (hey) to cure the lonely nights (hey) you wish you had somebody (hey) that could come and make it right (hey) but girl i ain't somebody (hey) with a lot of sympathy (hey) you'll see see  (what goes around comes back around) i thought i told ya hey (what goes around comes back around) i thought i told ya hey (what goes around comes back around) i thought i told ya hey (what goes around comes back around) i thought i told ya hey (take it to 'em hey)  (take it to 'em) see you should've listened to me baby (take it to 'em) hey hey hey hey (take it to 'em) because (what goes around comes back around) hahaha
spaceship coupe, justin timberlake, hey yeah yeah hey i wrote this song for you listen  everybody's looking for the fliest thing to say (fliest thing to say) but i just want to fly (fly away with you you you you) i don't want to be the one to alienate yeah (alienate) you see i'm trying to find an alien in you (you) if it's cool (cool)  we can't take an airplane where we're going is way too high going where the day sky turns into night i got the windows special tinted for the stars that get too bright and i saved you a seat so let's ride  hop into my spaceship coupe there's only room for two (me and you) and with the top down we'll cruise around land and make love on the moon (would you like that?) hop into my spaceship coupe there's only room for two (me and you) and with the top off you're all wrapped up in my space lover cocoon  and i love it when i hear you say ooh ooh ooh ooh ooh (yeah) ooh ooh ooh ooh ooh sing to me i love it when i hear you say ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh sing to me (yeah)  now everybody knows that you're from outer space (outer space) but honey i just want to turn out this space with you (you you you) so drive me to your galaxy where i could play yeah (that milky way) and sugar i'll take my time and show you the backseat view (view) if it's cool (cool)  we can't take an airplane where we're going is way too high going where the day sky turns into night i got the windows special tinted for the stars that get too bright and i saved you a seat so let's ride  hop into my spaceship coupe there's only room for two (and that's me and you) and with the top down we'll cruise around land and make love on the moon hop into my spaceship coupe there's only room for two (me and you) and with the top off you're all wrapped up in my space lover cocoon  and i love it when i hear you say ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh sing to me i love it when i hear you say ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh go on and sing to me now break it down  hey... this is the part where you and me and all of the stars collide tonight this is the part where we take off and then we fly far away far away far away  hop into my spaceship coupe there's only room for two (me and you) and with the top down we'll cruise around land and make love on the moon hop into my spaceship coupe there's only room for two (me and you) and with the top off you're all wrapped up in my space lover cocoon  ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh  baby can't you see all the stars? they shine they shine just for you i said oh yeah yeah just hop into my spaceship coupe i saved a seat for you right here next to me i'm going to take you to the moon and i'm going to make you say ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh i love it when i hear you say ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh and you love it when i make you say ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh baby this is the part where you and me and all of the stars collide tonight this is the part where we take off and then we fly far away far away far away
supplies, justin timberlake, ain't no need of stopping girl yeah there ain't no need of stopping girl yeah okay  met you out on broadway on the hottest night in town we arrived solo but we were being chased around saw you being cornered by some guy you used to know stepped in between the both of y'all said i'm leaving do you wanna go?  'cause i'll be the light when you can't see i'll be the wood when you need heat i'll be the generator turn me on when you need electricity some shit start to go down i'll be the one with the level head the world could end now baby we'll be living in the walking dead  'cause i got supplie-ie-ies supplie-ie-ies i got you i got supplie-ie-ies supplie-ie-ies  i don't know if you 'member this but i was out of town flew in on a 3 am just to show up and hear your sounds the multiple times stop hit the set you ain't had it that way i can guarantee you that  'cause i'll be the light when you can't see i'll be the wood when you need heat i'll be the generator turn me on when you need electricity some shit start to go down i'll be the one with the level head the world could end now baby we'll be living in the walking dead  'cause i got supplie-ie-ies supplie-ie-ies i got you i got supplie-ie-ies supplie-ie-ies  ain't no need of stopping girl can't nobody top it girl ain't no better option girl (okay) ain't nobody stopping girl this here when i drop in girl i work work when i clock in girl (okay)  i'll be the light when you can't see i'll be the wood when you need heat i'll be the generator turn me on when you need electricity some shit start to go down i'll be the one with the level head the world could end now baby we'll be living in the walking dead  now i wanna know everything don't leave a single detail out i'll get mine later just fell out it makes me a generous lover ooh i wanna see everything so don't leave a single detail out i want it all on the table the personal way to wait  ain't no need of stopping girl yeah there ain't no need of stopping girl yeah okay  'cause i got supplie-ie-ies supplie-ie-ies i got you i got supplie-ie-ies supplie-ie-ies
don't hold the wall, justin timberlake, dance don't hold the wall dance don't-don't-don't hold the wall dance-dance don't hold the wall da-da-dance don't hold the wall  c'mon on the floor with them legs it's gettin' down but i'll get up 'cause i heard you tell your girlfriend that i deserve better well... i think you look better but you're so far i had to go get ya  take you to the light it's dark in the back you started movin' you put an arch in your back closer to me closer to me sippin' your drink and you're getting closer to me dance in the light startin' to see you started moving you're getting closer to me and now you won't even let me go  so baby hold on dance don't hold the wall let it go dance don't-don't-don't hold the wall baby hold on da-da-dance don't hold the wall don't let go dance don't hold the wall dance (what you do to me) dance don't-don't-don't hold the wall dance-dance (what you do to me) da-da-dance don't hold the wall  dance-dance don't hold the wall da-da-dance don't hold the wall  i think i heard what you said he's not what you thought and you're fed up i heard your girlfriend tell you you could do better well i'm the best ever but you're so far i had to come get ya  take you to the light it's dark in the back you started movin' you put an arch in your back closer to me closer to me sippin' your drink and you're getting closer to me dance in the light startin' to see you started moving you're getting closer to me and now you won't even let me go  so baby hold on dance don't hold the wall let it go dance don't-don't-don't hold the wall baby hold on da-da-dance don't hold the wall don't let go dance don't hold the wall dance (what you do to me) dance don't-don't-don't hold the wall dance-dance (what you do to me) da-da-dance  dance don't hold the wall dance don't hold the wall   so baby hold on dance don't hold the wall let it go dance don't-don't-don't hold the wall baby hold on da-da-dance don't hold the wall don't let go dance don't hold the wall dance (what you do to me) dance don't-don't-don't hold the wall dance-dance (what you do to me) da-da-dance   well how do you like it? you shouldn't have to ask me that question well? alright well? how do you like it? you shouldn't have to ask me that question well? alright how do you like it? i love it love it alright how do you like it? i love it love it alright come on the floor and come dance it's getting down but i'll get up alright come on the floor and come dance it's getting down but i'll get up alright well how do you like it? you shouldn't have to ask me that question well?  come on and dance come on baby dance with me take my hand get on the floor come on baby dance with me please don't hold the wall please don't hold the wall tonight we're gonna do it all so please don't hold the wall tonight dance come on baby dance with me take my hand get on the floor come on baby dance with me please don't hold the wall please don't hold the wall tonight we're gonna do it all so please don't hold the wall tonight  where you running to? where you running to? don't hold the wall where you running to? hey? where you running to? dance don't hold the wall don't hold the wall dance don't-don't-don't hold the wall dance don't hold the wall dance don't hold the wall
man of the woods, justin timberlake, i brag about you to anyone outside but i'm a man of the woods it's my pride i'm sorry baby you know i try but i'm a man of the woods it's my pride  hey sugar plum look at where we are so tonight if i take it too far that's okay because you know (that's okay because you know) i hear the making up's fun been a minute since we've had some time to breathe so if you see another side of me that's okay because you know (that's okay because you know) i hear the making up's fun  but then your hands talking fingers walking down your legs hey there's the faucet someone's knocking like they know but baby don't you stop it yes i'm watching your hand slides down the light and girl you know  i brag about you to anyone outside but i'm a man of the woods it's my pride i'm sorry baby you know i try but i'm a man of the woods it's my pride  well i got your sweet with a twist of lime and this one's neat well you know that's mine here we go and do it twice 'cause you know we like it and damn anybody if they disagree they don't understand you're just like me they don't know we do it twice 'cause we know we like it  but then your hands talking fingers walking down your legs hey there's the faucet someone's knocking like they know but baby don't you stop it yes i'm watching your hand slides down the light (light light) and girl you know  i brag about you to anyone outside but i'm a man of the woods it's my pride i'm sorry baby you know i try but i'm a man of the woods it's my pride  how do i ever explain what i've got with you? i try to find the words but they hide and that's the truth and nobody ever will understand what we do there's only one me and you come here hold me 'cause there's only one me and you yeah there's only one me and you uh there's only one me and you you know there's only one me and you  i brag about you to anyone outside but i'm a man of the woods it's my pride i'm sorry baby you know i try but i'm a man of the woods it's my pride  i wrote this to let you know and i let them feelings show i'm the man of the woods and you're my pride ooh i can't make them understand but you know i'm a southern man a man of the woods and you're my pride ohh hey hey a man of the woods it's my pride now let the beat ride like...
